poll_id,ags,municipality_name,metric,kommone_value,statla_value,delta
2,08115052,Weissach,reported_precincts,,1,
2,08115052,Weissach,total_precincts,,6,
2,08115052,Weissach,voters_total,903,375,528.0
2,08115052,Weissach,valid_votes,1000,375,625.0
2,08115053,Jettingen,reported_precincts,,2,
2,08115053,Jettingen,total_precincts,,5,
2,08115053,Jettingen,voters_total,2131,1510,621.0
2,08115053,Jettingen,valid_votes,2114,1502,612.0
2,08115054,Grafenau,reported_precincts,,0,
2,08115054,Grafenau,total_precincts,,8,
2,08115054,Grafenau,voters_total,0,0,0.0
2,08115054,Grafenau,valid_votes,0,0,0.0
2,08116004,Altbach,reported_precincts,,0,
2,08116004,Altbach,total_precincts,,4,
2,08116004,Altbach,voters_total,560,0,560.0
2,08116004,Altbach,valid_votes,998,0,998.0
2,08116005,Altdorf,reported_precincts,,0,
2,08116005,Altdorf,total_precincts,,2,
2,08116005,Altdorf,voters_total,0,0,0.0
2,08116005,Altdorf,valid_votes,0,0,0.0
2,08116006,Altenriet,reported_precincts,,0,
2,08116006,Altenriet,total_precincts,,2,
2,08116006,Altenriet,voters_total,0,0,0.0
2,08116006,Altenriet,valid_votes,0,0,0.0
2,08116007,Baltmannsweiler,reported_precincts,,1,
2,08116007,Baltmannsweiler,total_precincts,,6,
2,08116007,Baltmannsweiler,voters_total,450,350,100.0
2,08116007,Baltmannsweiler,valid_votes,991,347,644.0
2,08116008,Bempflingen,reported_precincts,,1,
2,08116008,Bempflingen,total_precincts,,4,
2,08116008,Bempflingen,voters_total,881,482,399.0
2,08116008,Bempflingen,valid_votes,991,478,513.0
2,08116011,Beuren,reported_precincts,,0,
2,08116011,Beuren,total_precincts,,4,
2,08116011,Beuren,voters_total,0,0,0.0
2,08116011,Beuren,valid_votes,0,0,0.0
2,08116012,Bissingen an der Teck,reported_precincts,,1,
2,08116012,Bissingen an der Teck,total_precincts,,4,
2,08116012,Bissingen an der Teck,voters_total,1295,175,1120.0
2,08116012,Bissingen an der Teck,valid_votes,1286,174,1112.0
2,08116014,Deizisau,reported_precincts,,1,
2,08116014,Deizisau,total_precincts,,8,
2,08116014,Deizisau,voters_total,453,453,0.0
2,08116014,Deizisau,valid_votes,1000,453,547.0
2,08116015,Denkendorf,reported_precincts,,2,
2,08116015,Denkendorf,total_precincts,,10,
2,08116015,Denkendorf,voters_total,1001,1001,0.0
2,08116015,Denkendorf,valid_votes,994,995,-1.0
2,08116016,Dettingen unter Teck,reported_precincts,,1,
2,08116016,Dettingen unter Teck,total_precincts,,7,
2,08116016,Dettingen unter Teck,voters_total,464,429,35.0
2,08116016,Dettingen unter Teck,valid_votes,984,422,562.0
2,08116018,Erkenbrechtsweiler,reported_precincts,,0,
2,08116018,Erkenbrechtsweiler,total_precincts,,2,
2,08116018,Erkenbrechtsweiler,voters_total,0,0,0.0
2,08116018,Erkenbrechtsweiler,valid_votes,0,0,0.0
2,08116019,"Esslingen am Neckar, Stadt",reported_precincts,,3,
2,08116019,"Esslingen am Neckar, Stadt",total_precincts,,77,
2,08116019,"Esslingen am Neckar, Stadt",voters_total,1667,1280,387.0
2,08116019,"Esslingen am Neckar, Stadt",valid_votes,1647,1272,375.0
2,08116020,Frickenhausen,reported_precincts,,2,
2,08116020,Frickenhausen,total_precincts,,12,
2,08116020,Frickenhausen,voters_total,1048,604,444.0
2,08116020,Frickenhausen,valid_votes,1037,599,438.0
2,08116022,Großbettlingen,reported_precincts,,0,
2,08116022,Großbettlingen,total_precincts,,6,
2,08116022,Großbettlingen,voters_total,457,0,457.0
2,08116022,Großbettlingen,valid_votes,981,0,981.0
2,08116027,Hochdorf,reported_precincts,,0,
2,08116027,Hochdorf,total_precincts,,4,
2,08116027,Hochdorf,voters_total,0,0,0.0
2,08116027,Hochdorf,valid_votes,0,0,0.0
2,08116029,Holzmaden,reported_precincts,,0,
2,08116029,Holzmaden,total_precincts,,2,
2,08116029,Holzmaden,voters_total,0,0,0.0
2,08116029,Holzmaden,valid_votes,0,0,0.0
2,08116033,"Kirchheim unter Teck, Stadt",reported_precincts,,0,
2,08116033,"Kirchheim unter Teck, Stadt",total_precincts,,33,
2,08116033,"Kirchheim unter Teck, Stadt",voters_total,543,0,543.0
2,08116033,"Kirchheim unter Teck, Stadt",valid_votes,998,0,998.0
2,08116035,Köngen,reported_precincts,,0,
2,08116035,Köngen,total_precincts,,12,
2,08116035,Köngen,voters_total,0,0,0.0
2,08116035,Köngen,valid_votes,0,0,0.0
2,08116036,Kohlberg,reported_precincts,,1,
2,08116036,Kohlberg,total_precincts,,3,
2,08116036,Kohlberg,voters_total,512,409,103.0
2,08116036,Kohlberg,valid_votes,990,405,585.0
2,08116037,Lichtenwald,reported_precincts,,0,
2,08116037,Lichtenwald,total_precincts,,4,
2,08116037,Lichtenwald,voters_total,436,0,436.0
2,08116037,Lichtenwald,valid_votes,998,0,998.0
2,08116041,Neckartailfingen,reported_precincts,,0,
2,08116041,Neckartailfingen,total_precincts,,4,
2,08116041,Neckartailfingen,voters_total,0,0,0.0
2,08116041,Neckartailfingen,valid_votes,0,0,0.0
2,08116042,Neckartenzlingen,reported_precincts,,2,
2,08116042,Neckartenzlingen,total_precincts,,6,
2,08116042,Neckartenzlingen,voters_total,1407,957,450.0
2,08116042,Neckartenzlingen,valid_votes,1386,948,438.0
2,08116043,Neidlingen,reported_precincts,,0,
2,08116043,Neidlingen,total_precincts,,2,
2,08116043,Neidlingen,voters_total,452,0,452.0
2,08116043,Neidlingen,valid_votes,996,0,996.0
2,08116046,"Neuffen, Stadt",reported_precincts,,1,
2,08116046,"Neuffen, Stadt",total_precincts,,7,
2,08116046,"Neuffen, Stadt",voters_total,429,429,0.0
2,08116046,"Neuffen, Stadt",valid_votes,988,424,564.0
2,08116047,Neuhausen auf den Fildern,reported_precincts,,0,
2,08116047,Neuhausen auf den Fildern,total_precincts,,9,
2,08116047,Neuhausen auf den Fildern,voters_total,0,0,0.0
2,08116047,Neuhausen auf den Fildern,valid_votes,0,0,0.0
2,08116048,Notzingen,reported_precincts,,0,
2,08116048,Notzingen,total_precincts,,4,
2,08116048,Notzingen,voters_total,0,0,0.0
2,08116048,Notzingen,valid_votes,0,0,0.0
2,08116049,"Nürtingen, Stadt",reported_precincts,,4,
2,08116049,"Nürtingen, Stadt",total_precincts,,38,
2,08116049,"Nürtingen, Stadt",voters_total,1888,1464,424.0
2,08116049,"Nürtingen, Stadt",valid_votes,1874,1460,414.0
2,08116050,Oberboihingen,reported_precincts,,0,
2,08116050,Oberboihingen,total_precincts,,4,
2,08116050,Oberboihingen,voters_total,0,0,0.0
2,08116050,Oberboihingen,valid_votes,0,0,0.0
2,08116053,Ohmden,reported_precincts,,0,
2,08116053,Ohmden,total_precincts,,2,
2,08116053,Ohmden,voters_total,0,0,0.0
2,08116053,Ohmden,valid_votes,0,0,0.0
2,08116054,"Owen, Stadt",reported_precincts,,0,
2,08116054,"Owen, Stadt",total_precincts,,3,
2,08116054,"Owen, Stadt",voters_total,0,0,0.0
2,08116054,"Owen, Stadt",valid_votes,0,0,0.0
2,08116056,"Plochingen, Stadt",reported_precincts,,3,
2,08116056,"Plochingen, Stadt",total_precincts,,12,
2,08116056,"Plochingen, Stadt",voters_total,2702,1721,981.0
2,08116056,"Plochingen, Stadt",valid_votes,2685,1711,974.0
2,08116058,Reichenbach an der Fils,reported_precincts,,1,
2,08116058,Reichenbach an der Fils,total_precincts,,10,
2,08116058,Reichenbach an der Fils,voters_total,916,307,609.0
2,08116058,Reichenbach an der Fils,valid_votes,992,303,689.0
2,08116063,Schlaitdorf,reported_precincts,,0,
2,08116063,Schlaitdorf,total_precincts,,2,
2,08116063,Schlaitdorf,voters_total,0,0,0.0
2,08116063,Schlaitdorf,valid_votes,0,0,0.0
2,08116068,Unterensingen,reported_precincts,,4,
2,08116068,Unterensingen,total_precincts,,6,
2,08116068,Unterensingen,voters_total,1307,1307,0.0
2,08116068,Unterensingen,valid_votes,1301,1304,-3.0
2,08116070,"Weilheim an der Teck, Stadt",reported_precincts,,0,
2,08116070,"Weilheim an der Teck, Stadt",total_precincts,,8,
2,08116070,"Weilheim an der Teck, Stadt",voters_total,0,0,0.0
2,08116070,"Weilheim an der Teck, Stadt",valid_votes,0,0,0.0
2,08116071,"Wendlingen am Neckar, Stadt",reported_precincts,,1,
2,08116071,"Wendlingen am Neckar, Stadt",total_precincts,,16,
2,08116071,"Wendlingen am Neckar, Stadt",voters_total,520,520,0.0
2,08116071,"Wendlingen am Neckar, Stadt",valid_votes,996,518,478.0
2,08116072,"Wernau (Neckar), Stadt",reported_precincts,,1,
2,08116072,"Wernau (Neckar), Stadt",total_precincts,,12,
2,08116072,"Wernau (Neckar), Stadt",voters_total,1018,426,592.0
2,08116072,"Wernau (Neckar), Stadt",valid_votes,1008,425,583.0
2,08116073,Wolfschlugen,reported_precincts,,0,
2,08116073,Wolfschlugen,total_precincts,,6,
2,08116073,Wolfschlugen,voters_total,0,0,0.0
2,08116073,Wolfschlugen,valid_votes,0,0,0.0
2,08116076,Aichwald,reported_precincts,,0,
2,08116076,Aichwald,total_precincts,,9,
2,08116076,Aichwald,voters_total,0,0,0.0
2,08116076,Aichwald,valid_votes,0,0,0.0
2,08116077,"Filderstadt, Stadt",reported_precincts,,1,
2,08116077,"Filderstadt, Stadt",total_precincts,,32,
2,08116077,"Filderstadt, Stadt",voters_total,1151,611,540.0
2,08116077,"Filderstadt, Stadt",valid_votes,1145,609,536.0
2,08116078,"Leinfelden-Echterdingen, Stadt",reported_precincts,,6,
2,08116078,"Leinfelden-Echterdingen, Stadt",total_precincts,,43,
2,08116078,"Leinfelden-Echterdingen, Stadt",voters_total,4262,2827,1435.0
2,08116078,"Leinfelden-Echterdingen, Stadt",valid_votes,4245,2822,1423.0
2,08116079,Lenningen,reported_precincts,,2,
2,08116079,Lenningen,total_precincts,,9,
2,08116079,Lenningen,voters_total,1169,442,727.0
2,08116079,Lenningen,valid_votes,1162,439,723.0
2,08116080,"Ostfildern, Stadt",reported_precincts,,5,
2,08116080,"Ostfildern, Stadt",total_precincts,,41,
2,08116080,"Ostfildern, Stadt",voters_total,2977,2095,882.0
2,08116080,"Ostfildern, Stadt",valid_votes,2964,2089,875.0
2,08116081,"Aichtal, Stadt",reported_precincts,,2,
2,08116081,"Aichtal, Stadt",total_precincts,,11,
2,08116081,"Aichtal, Stadt",voters_total,1476,755,721.0
2,08116081,"Aichtal, Stadt",valid_votes,1464,752,712.0
2,08117001,Adelberg,reported_precincts,,0,
2,08117001,Adelberg,total_precincts,,2,
2,08117001,Adelberg,voters_total,0,0,0.0
2,08117001,Adelberg,valid_votes,0,0,0.0
2,08117002,Aichelberg,reported_precincts,,0,
2,08117002,Aichelberg,total_precincts,,2,
2,08117002,Aichelberg,voters_total,0,0,0.0
2,08117002,Aichelberg,valid_votes,0,0,0.0
2,08117003,Albershausen,reported_precincts,,0,
2,08117003,Albershausen,total_precincts,,3,
2,08117003,Albershausen,voters_total,0,0,0.0
2,08117003,Albershausen,valid_votes,0,0,0.0
2,08117006,Bad Ditzenbach,reported_precincts,,1,
2,08117006,Bad Ditzenbach,total_precincts,,4,
2,08117006,Bad Ditzenbach,voters_total,671,186,485.0
2,08117006,Bad Ditzenbach,valid_votes,991,184,807.0
2,08117007,Bad Überkingen,reported_precincts,,3,
2,08117007,Bad Überkingen,total_precincts,,6,
2,08117007,Bad Überkingen,voters_total,829,829,0.0
2,08117007,Bad Überkingen,valid_votes,994,824,170.0
2,08117009,Birenbach,reported_precincts,,0,
2,08117009,Birenbach,total_precincts,,2,
2,08117009,Birenbach,voters_total,0,0,0.0
2,08117009,Birenbach,valid_votes,0,0,0.0
2,08117010,Böhmenkirch,reported_precincts,,1,
2,08117010,Böhmenkirch,total_precincts,,7,
2,08117010,Böhmenkirch,voters_total,557,258,299.0
2,08117010,Böhmenkirch,valid_votes,996,257,739.0
2,08117011,Börtlingen,reported_precincts,,0,
2,08117011,Börtlingen,total_precincts,,2,
2,08117011,Börtlingen,voters_total,0,0,0.0
2,08117011,Börtlingen,valid_votes,0,0,0.0
2,08117012,Bad Boll,reported_precincts,,1,
2,08117012,Bad Boll,total_precincts,,5,
2,08117012,Bad Boll,voters_total,615,615,0.0
2,08117012,Bad Boll,valid_votes,997,613,384.0
2,08117014,Deggingen,reported_precincts,,1,
2,08117014,Deggingen,total_precincts,,5,
2,08117014,Deggingen,voters_total,462,462,0.0
2,08117014,Deggingen,valid_votes,994,459,535.0
2,08117015,"Donzdorf, Stadt",reported_precincts,,0,
2,08117015,"Donzdorf, Stadt",total_precincts,,9,
2,08117015,"Donzdorf, Stadt",voters_total,573,0,573.0
2,08117015,"Donzdorf, Stadt",valid_votes,997,0,997.0
2,08117016,Drackenstein,reported_precincts,,0,
2,08117016,Drackenstein,total_precincts,,2,
2,08117016,Drackenstein,voters_total,0,0,0.0
2,08117016,Drackenstein,valid_votes,0,0,0.0
2,08117017,Dürnau,reported_precincts,,0,
2,08117017,Dürnau,total_precincts,,2,
2,08117017,Dürnau,voters_total,0,0,0.0
2,08117017,Dürnau,valid_votes,0,0,0.0
2,08117018,"Ebersbach an der Fils, Stadt",reported_precincts,,7,
2,08117018,"Ebersbach an der Fils, Stadt",total_precincts,,20,
2,08117018,"Ebersbach an der Fils, Stadt",voters_total,1880,1880,0.0
2,08117018,"Ebersbach an der Fils, Stadt",valid_votes,1853,1863,-10.0
2,08117019,"Eislingen/Fils, Stadt",reported_precincts,,17,
2,08117019,"Eislingen/Fils, Stadt",total_precincts,,23,
2,08117019,"Eislingen/Fils, Stadt",voters_total,6096,5708,388.0
2,08117019,"Eislingen/Fils, Stadt",valid_votes,5972,5617,355.0
2,08117020,Eschenbach,reported_precincts,,1,
2,08117020,Eschenbach,total_precincts,,3,
2,08117020,Eschenbach,voters_total,1246,453,793.0
2,08117020,Eschenbach,valid_votes,1230,451,779.0
2,08117023,Gammelshausen,reported_precincts,,0,
2,08117023,Gammelshausen,total_precincts,,2,
2,08117023,Gammelshausen,voters_total,0,0,0.0
2,08117023,Gammelshausen,valid_votes,0,0,0.0
2,08117024,"Geislingen an der Steige, Stadt",reported_precincts,,7,
2,08117024,"Geislingen an der Steige, Stadt",total_precincts,,26,
2,08117024,"Geislingen an der Steige, Stadt",voters_total,3285,1668,1617.0
2,08117024,"Geislingen an der Steige, Stadt",valid_votes,3242,1653,1589.0
2,08117025,Gingen an der Fils,reported_precincts,,3,
2,08117025,Gingen an der Fils,total_precincts,,5,
2,08117025,Gingen an der Fils,voters_total,1835,1407,428.0
2,08117025,Gingen an der Fils,valid_votes,1823,1398,425.0
2,08117026,"Göppingen, Stadt",reported_precincts,,23,
2,08117026,"Göppingen, Stadt",total_precincts,,65,
2,08117026,"Göppingen, Stadt",voters_total,11233,7607,3626.0
2,08117026,"Göppingen, Stadt",valid_votes,11146,7569,3577.0
2,08117028,Gruibingen,reported_precincts,,0,
2,08117028,Gruibingen,total_precincts,,2,
2,08117028,Gruibingen,voters_total,0,0,0.0
2,08117028,Gruibingen,valid_votes,0,0,0.0
2,08117029,Hattenhofen,reported_precincts,,0,
2,08117029,Hattenhofen,total_precincts,,3,
2,08117029,Hattenhofen,voters_total,0,0,0.0
2,08117029,Hattenhofen,valid_votes,0,0,0.0
2,08117030,Heiningen,reported_precincts,,1,
2,08117030,Heiningen,total_precincts,,6,
2,08117030,Heiningen,voters_total,1271,402,869.0
2,08117030,Heiningen,valid_votes,1259,401,858.0
2,08117031,Hohenstadt,reported_precincts,,0,
2,08117031,Hohenstadt,total_precincts,,2,
2,08117031,Hohenstadt,voters_total,0,0,0.0
2,08117031,Hohenstadt,valid_votes,0,0,0.0
2,08117033,Kuchen,reported_precincts,,2,
2,08117033,Kuchen,total_precincts,,5,
2,08117033,Kuchen,voters_total,1035,1035,0.0
2,08117033,Kuchen,valid_votes,1025,1030,-5.0
2,08117035,Mühlhausen im Täle,reported_precincts,,1,
2,08117035,Mühlhausen im Täle,total_precincts,,2,
2,08117035,Mühlhausen im Täle,voters_total,158,158,0.0
2,08117035,Mühlhausen im Täle,valid_votes,987,156,831.0
2,08117037,Ottenbach,reported_precincts,,0,
2,08117037,Ottenbach,total_precincts,,2,
2,08117037,Ottenbach,voters_total,0,0,0.0
2,08117037,Ottenbach,valid_votes,0,0,0.0
2,08117038,Rechberghausen,reported_precincts,,2,
2,08117038,Rechberghausen,total_precincts,,4,
2,08117038,Rechberghausen,voters_total,1082,1082,0.0
2,08117038,Rechberghausen,valid_votes,1064,1070,-6.0
2,08117042,Salach,reported_precincts,,1,
2,08117042,Salach,total_precincts,,9,
2,08117042,Salach,voters_total,1247,360,887.0
2,08117042,Salach,valid_votes,1233,360,873.0
2,08117043,Schlat,reported_precincts,,0,
2,08117043,Schlat,total_precincts,,2,
2,08117043,Schlat,voters_total,0,0,0.0
2,08117043,Schlat,valid_votes,0,0,0.0
2,08117044,Schlierbach,reported_precincts,,0,
2,08117044,Schlierbach,total_precincts,,4,
2,08117044,Schlierbach,voters_total,0,0,0.0
2,08117044,Schlierbach,valid_votes,0,0,0.0
2,08117049,"Süßen, Stadt",reported_precincts,,1,
2,08117049,"Süßen, Stadt",total_precincts,,7,
2,08117049,"Süßen, Stadt",voters_total,956,534,422.0
2,08117049,"Süßen, Stadt",valid_votes,990,526,464.0
2,08117051,"Uhingen, Stadt",reported_precincts,,11,
2,08117051,"Uhingen, Stadt",total_precincts,,17,
2,08117051,"Uhingen, Stadt",voters_total,3896,3584,312.0
2,08117051,"Uhingen, Stadt",valid_votes,3847,3552,295.0
2,08117053,Wäschenbeuren,reported_precincts,,0,
2,08117053,Wäschenbeuren,total_precincts,,3,
2,08117053,Wäschenbeuren,voters_total,0,0,0.0
2,08117053,Wäschenbeuren,valid_votes,0,0,0.0
2,08117055,Wangen,reported_precincts,,1,
2,08117055,Wangen,total_precincts,,5,
2,08117055,Wangen,voters_total,503,190,313.0
2,08117055,Wangen,valid_votes,995,189,806.0
2,08117058,"Wiesensteig, Stadt",reported_precincts,,0,
2,08117058,"Wiesensteig, Stadt",total_precincts,,2,
2,08117058,"Wiesensteig, Stadt",voters_total,0,0,0.0
2,08117058,"Wiesensteig, Stadt",valid_votes,0,0,0.0
2,08117060,Zell unter Aichelberg,reported_precincts,,0,
2,08117060,Zell unter Aichelberg,total_precincts,,2,
2,08117060,Zell unter Aichelberg,voters_total,0,0,0.0
2,08117060,Zell unter Aichelberg,valid_votes,0,0,0.0
2,08117061,"Lauterstein, Stadt",reported_precincts,,2,
2,08117061,"Lauterstein, Stadt",total_precincts,,3,
2,08117061,"Lauterstein, Stadt",voters_total,848,848,0.0
2,08117061,"Lauterstein, Stadt",valid_votes,993,842,151.0
2,08118001,Affalterbach,reported_precincts,,1,
2,08118001,Affalterbach,total_precincts,,5,
2,08118001,Affalterbach,voters_total,748,337,411.0
2,08118001,Affalterbach,valid_votes,996,335,661.0
2,08118003,"Asperg, Stadt",reported_precincts,,1,
2,08118003,"Asperg, Stadt",total_precincts,,12,
2,08118003,"Asperg, Stadt",voters_total,448,389,59.0
2,08118003,"Asperg, Stadt",valid_votes,1000,389,611.0
2,08118006,Benningen am Neckar,reported_precincts,,3,
2,08118006,Benningen am Neckar,total_precincts,,7,
2,08118006,Benningen am Neckar,voters_total,1071,1071,0.0
2,08118006,Benningen am Neckar,valid_votes,1066,1064,2.0
2,08118007,"Besigheim, Stadt",reported_precincts,,3,
2,08118007,"Besigheim, Stadt",total_precincts,,10,
2,08118007,"Besigheim, Stadt",voters_total,2433,1748,685.0
2,08118007,"Besigheim, Stadt",valid_votes,2418,1736,682.0
2,08118010,"Bönnigheim, Stadt",reported_precincts,,1,
2,08118010,"Bönnigheim, Stadt",total_precincts,,8,
2,08118010,"Bönnigheim, Stadt",voters_total,789,304,485.0
2,08118010,"Bönnigheim, Stadt",valid_votes,995,301,694.0
2,08118011,"Ditzingen, Stadt",reported_precincts,,2,
2,08118011,"Ditzingen, Stadt",total_precincts,,19,
2,08118011,"Ditzingen, Stadt",voters_total,1355,949,406.0
2,08118011,"Ditzingen, Stadt",valid_votes,1344,946,398.0
2,08118012,Eberdingen,reported_precincts,,0,
2,08118012,Eberdingen,total_precincts,,8,
2,08118012,Eberdingen,voters_total,0,0,0.0
2,08118012,Eberdingen,valid_votes,0,0,0.0
2,08118014,Erdmannhausen,reported_precincts,,1,
2,08118014,Erdmannhausen,total_precincts,,6,
2,08118014,Erdmannhausen,voters_total,857,411,446.0
2,08118014,Erdmannhausen,valid_votes,1000,411,589.0
2,08118015,Erligheim,reported_precincts,,1,
2,08118015,Erligheim,total_precincts,,3,
2,08118015,Erligheim,voters_total,728,728,0.0
2,08118015,Erligheim,valid_votes,995,724,271.0
2,08118016,Freudental,reported_precincts,,2,
2,08118016,Freudental,total_precincts,,4,
2,08118016,Freudental,voters_total,800,800,0.0
2,08118016,Freudental,valid_votes,995,796,199.0
2,08118018,Gemmrigheim,reported_precincts,,0,
2,08118018,Gemmrigheim,total_precincts,,3,
2,08118018,Gemmrigheim,voters_total,0,0,0.0
2,08118018,Gemmrigheim,valid_votes,0,0,0.0
2,08118019,"Gerlingen, Stadt",reported_precincts,,1,
2,08118019,"Gerlingen, Stadt",total_precincts,,19,
2,08118019,"Gerlingen, Stadt",voters_total,977,484,493.0
2,08118019,"Gerlingen, Stadt",valid_votes,993,481,512.0
2,08118021,"Großbottwar, Stadt",reported_precincts,,3,
2,08118021,"Großbottwar, Stadt",total_precincts,,8,
2,08118021,"Großbottwar, Stadt",voters_total,1685,1176,509.0
2,08118021,"Großbottwar, Stadt",valid_votes,1674,1167,507.0
2,08118027,Hemmingen,reported_precincts,,2,
2,08118027,Hemmingen,total_precincts,,6,
2,08118027,Hemmingen,voters_total,915,915,0.0
2,08118027,Hemmingen,valid_votes,993,909,84.0
2,08118028,Hessigheim,reported_precincts,,2,
2,08118028,Hessigheim,total_precincts,,4,
2,08118028,Hessigheim,voters_total,921,921,0.0
2,08118028,Hessigheim,valid_votes,985,907,78.0
2,08118040,Kirchheim am Neckar,reported_precincts,,1,
2,08118040,Kirchheim am Neckar,total_precincts,,4,
2,08118040,Kirchheim am Neckar,voters_total,421,421,0.0
2,08118040,Kirchheim am Neckar,valid_votes,990,417,573.0
2,08118046,"Kornwestheim, Stadt",reported_precincts,,8,
